Ensembl Gene ID	Gene Symbol	p-value value	Geneset friends	Total friends	BioType	GO Annotation	Chromosome	Chromosome Start	Chromosome End
ENSG00000179583	CIITA	1.00e+00	0	2352	protein_coding	class II, major histocompatibility complex, transactivator	16	10971055	11026079
ENSG00000123338	NCKAP1L	1.00e+00	0	2929	protein_coding	NCK-associated protein 1-like	12	54891495	54937726
ENSG00000135363	LMO2	1.00e+00	0	1943	protein_coding	LIM domain only 2 (rhombotin-like 1)	11	33880122	33913836
ENSG00000140464	PML	1.00e+00	0	2920	protein_coding	promyelocytic leukemia	15	74287014	74340153
ENSG00000158773	USF1	1.00e+00	0	3160	protein_coding	upstream transcription factor 1	1	161009041	161015767
ENSG00000116809	ZBTB17	1.00e+00	0	2872	protein_coding	zinc finger and BTB domain containing 17	1	16268364	16302627
ENSG00000171791	BCL2	1.00e+00	0	2214	protein_coding	B-cell CLL/lymphoma 2	18	60790579	60987361
ENSG00000101096	NFATC2	1.00e+00	0	2510	protein_coding	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	20	50003494	50179370
ENSG00000113580	NR3C1	1.00e+00	0	2396	protein_coding	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	5	142657496	142815077
ENSG00000163565	IFI16	1.00e+00	0	2503	protein_coding	interferon, gamma-inducible protein 16	1	158969758	159024945
ENSG00000159216	RUNX1	1.00e+00	0	1714	protein_coding	runt-related transcription factor 1	21	36160098	37376965
ENSG00000133794	ARNTL	1.00e+00	0	3355	protein_coding	aryl hydrocarbon receptor nuclear translocator-like	11	13298199	13408813
ENSG00000113916	BCL6	1.00e+00	0	2056	protein_coding	B-cell CLL/lymphoma 6	3	187439165	187463515
ENSG00000070444	MNT	1.00e+00	0	2655	protein_coding	MAX network transcriptional repressor	17	2287354	2304412
ENSG00000178175	ZNF366	1.00e+00	0	1402	protein_coding	zinc finger protein 366	5	71738479	71803554
ENSG00000166949	SMAD3	1.00e+00	0	2366	protein_coding	SMAD family member 3	15	67356101	67487533
ENSG00000121454	LHX4	1.00e+00	0	3527	protein_coding	LIM homeobox 4	1	180199421	180249380
ENSG00000170345	FOS	1.00e+00	0	1847	protein_coding	FBJ murine osteosarcoma viral oncogene homolog	14	75745477	75748933
ENSG00000136026	CKAP4	1.00e+00	0	2393	protein_coding	cytoskeleton-associated protein 4	12	106631655	106698057
ENSG00000105516	DBP	1.00e+00	0	2492	protein_coding	D site of albumin promoter (albumin D-box) binding protein	19	49133287	49140695
ENSG00000125816	NKX2-4	1.00e+00	0	1335	protein_coding	NK2 homeobox 4	20	21376005	21378666
ENSG00000109072	VTN	1.00e+00	0	1228	protein_coding	vitronectin	17	26691290	26700110
ENSG00000123908	AGO2	1.00e+00	0	2650	protein_coding	argonaute RISC catalytic component 2	8	141541264	141645718
ENSG00000184486	POU3F2	1.00e+00	0	1966	protein_coding	POU class 3 homeobox 2	6	99282580	99286660
ENSG00000151702	FLI1	1.00e+00	0	3213	protein_coding	Fli-1 proto-oncogene, ETS transcription factor	11	128556430	128683162
ENSG00000160973	FOXH1	1.00e+00	0	1291	protein_coding	forkhead box H1	8	145698795	145701718
ENSG00000125968	ID1	1.00e+00	0	2331	protein_coding	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	20	30193086	30194318
ENSG00000074219	TEAD2	1.00e+00	0	2667	protein_coding	TEA domain family member 2	19	49843852	49865714
ENSG00000162129	CLPB	1.00e+00	0	3318	protein_coding	ClpB caseinolytic peptidase B homolog (E. coli)	11	72003469	72145692
ENSG00000175595	ERCC4	1.00e+00	0	3012	protein_coding	excision repair cross-complementing rodent repair deficiency, complementation group 4	16	14014014	14046202
ENSG00000168453	HR	1.00e+00	0	1699	protein_coding	hair growth associated	8	21971928	21990897
ENSG00000248643	RBM14-RBM4	1.00e+00	0	2881	protein_coding	RBM14-RBM4 readthrough	11	66384097	66413940
ENSG00000130700	GATA5	1.00e+00	0	1106	protein_coding	GATA binding protein 5	20	61038553	61051026
ENSG00000163623	NKX6-1	1.00e+00	0	1336	protein_coding	NK6 homeobox 1	4	85413140	85419603
ENSG00000119715	ESRRB	1.00e+00	0	1139	protein_coding	estrogen-related receptor beta	14	76776957	76968178
ENSG00000198353	HOXC4	1.00e+00	0	1511	protein_coding	homeobox C4	12	54410715	54449813
ENSG00000153234	NR4A2	1.00e+00	0	1339	protein_coding	nuclear receptor subfamily 4, group A, member 2	2	157180944	157198860
ENSG00000111046	MYF6	1.00e+00	0	1193	protein_coding	myogenic factor 6 (herculin)	12	81101277	81103253
ENSG00000167967	E4F1	1.00e+00	0	2717	protein_coding	E4F transcription factor 1	16	2273567	2285743
ENSG00000099326	MZF1	1.00e+00	0	2849	protein_coding	myeloid zinc finger 1	19	59073298	59084942
ENSG00000140682	TGFB1I1	1.00e+00	0	2313	protein_coding	transforming growth factor beta 1 induced transcript 1	16	31482906	31489281
ENSG00000267281		1.00e+00	0	1390	protein_coding	Uncharacterized protein 	12	53900472	54019763
ENSG00000171940	ZNF217	1.00e+00	0	1347	protein_coding	zinc finger protein 217	20	52183604	52226446
ENSG00000137265	IRF4	1.00e+00	0	2183	protein_coding	interferon regulatory factor 4	6	391739	411447
ENSG00000170581	STAT2	1.00e+00	0	2500	protein_coding	signal transducer and activator of transcription 2, 113kDa	12	56735381	56753939
ENSG00000012061	ERCC1	1.00e+00	0	1403	protein_coding	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)	19	45910591	45982086
ENSG00000105392	CRX	1.00e+00	0	1037	protein_coding	cone-rod homeobox	19	48322703	48346587
ENSG00000196652	ZKSCAN5	1.00e+00	0	2496	protein_coding	zinc finger with KRAB and SCAN domains 5	7	99102274	99132323
ENSG00000186496	ZNF396	1.00e+00	0	1585	protein_coding	zinc finger protein 396	18	32946661	32957301
ENSG00000197483	ZNF628	1.00e+00	0	2398	protein_coding	zinc finger protein 628	19	55987699	55995854
ENSG00000136861	CDK5RAP2	1.00e+00	0	2257	protein_coding	CDK5 regulatory subunit associated protein 2	9	123151147	123342448
ENSG00000088305	DNMT3B	1.00e+00	0	1527	protein_coding	DNA (cytosine-5-)-methyltransferase 3 beta	20	31350191	31397162
ENSG00000100906	NFKBIA	1.00e+00	0	1971	protein_coding	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	14	35870717	35873955
ENSG00000085276	MECOM	1.00e+00	0	1935	protein_coding	MDS1 and EVI1 complex locus	3	168801287	169381406
ENSG00000122592	HOXA7	1.00e+00	0	2186	protein_coding	homeobox A7	7	27193335	27197555
ENSG00000129535	NRL	1.00e+00	0	958	protein_coding	neural retina leucine zipper	14	24549316	24584223
ENSG00000259399	TGIF2-C20orf24	1.00e+00	0	832	protein_coding	TGIF2-C20orf24 readthrough	20	35202956	35240787
ENSG00000106511	MEOX2	1.00e+00	0	1822	protein_coding	mesenchyme homeobox 2	7	15650837	15726437
ENSG00000132005	RFX1	1.00e+00	0	3071	protein_coding	regulatory factor X, 1 (influences HLA class II expression)	19	14072350	14117851
ENSG00000134107	BHLHE40	1.00e+00	0	2259	protein_coding	basic helix-loop-helix family, member e40	3	5020801	5027008
ENSG00000174279	EVX2	1.00e+00	0	3113	protein_coding	even-skipped homeobox 2	2	176942200	176948641
ENSG00000138892		1.00e+00	0	3325	protein_coding	tubulin tyrosine ligase-like family, member 8	22	50453552	50495364
ENSG00000112658	SRF	1.00e+00	0	1627	protein_coding	serum response factor (c-fos serum response element-binding transcription factor)	6	43139037	43149243
ENSG00000141568	FOXK2	1.00e+00	0	2631	protein_coding	forkhead box K2	17	80477589	80602538
ENSG00000171956	FOXB1	1.00e+00	0	782	protein_coding	forkhead box B1	15	60296421	60353929
ENSG00000176678	FOXL1	1.00e+00	0	1680	protein_coding	forkhead box L1	16	86609974	86615303
ENSG00000125347	IRF1	1.00e+00	0	2403	protein_coding	interferon regulatory factor 1	5	131817301	131826490
ENSG00000134323	MYCN	1.00e+00	0	1248	protein_coding	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog	2	16080686	16087129
ENSG00000167771	RCOR2	1.00e+00	0	2122	protein_coding	REST corepressor 2	11	63678693	63684316
ENSG00000164509	IL31RA	1.00e+00	0	838	protein_coding	interleukin 31 receptor A	5	55147207	55218678
ENSG00000107859	PITX3	1.00e+00	0	1315	protein_coding	paired-like homeodomain 3	10	103989943	104001231
ENSG00000121075	TBX4	1.00e+00	0	743	protein_coding	T-box 4	17	59529765	59562471
ENSG00000101109	STK4	1.00e+00	0	4170	protein_coding	serine/threonine kinase 4	20	43595115	43708600
ENSG00000123066	MED13L	1.00e+00	0	1516	protein_coding	mediator complex subunit 13-like	12	116395711	116715143
ENSG00000185499	MUC1	1.00e+00	0	1690	protein_coding	mucin 1, cell surface associated	1	155158300	155162707
ENSG00000115112	TFCP2L1	1.00e+00	0	1700	protein_coding	transcription factor CP2-like 1	2	121974163	122042783
ENSG00000105880	DLX5	1.00e+00	0	1521	protein_coding	distal-less homeobox 5	7	96649704	96654409
ENSG00000113722	CDX1	1.00e+00	0	1368	protein_coding	caudal type homeobox 1	5	149546358	149564120
ENSG00000181965	NEUROG1	1.00e+00	0	1474	protein_coding	neurogenin 1	5	134869991	134871639
ENSG00000161405	IKZF3	1.00e+00	0	1356	protein_coding	IKAROS family zinc finger 3 (Aiolos)	17	37921198	38020441
ENSG00000253831	ETV3L	1.00e+00	0	2726	protein_coding	ets variant 3-like	1	157061836	157069600
ENSG00000179909	ZNF154	1.00e+00	0	2117	protein_coding	zinc finger protein 154	19	58208735	58220579
ENSG00000162367	TAL1	1.00e+00	0	1236	protein_coding	T-cell acute lymphocytic leukemia 1	1	47681962	47697892
ENSG00000015153	YAF2	1.00e+00	0	2265	protein_coding	YY1 associated factor 2	12	42550906	42632151
ENSG00000185610	DBX2	1.00e+00	0	988	protein_coding	developing brain homeobox 2	12	45408455	45444882
ENSG00000178573	MAF	1.00e+00	0	2221	protein_coding	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog	16	79619740	79634611
ENSG00000125285	SOX21	1.00e+00	0	1793	protein_coding	SRY (sex determining region Y)-box 21	13	95361886	95364389
ENSG00000101076	HNF4A	1.00e+00	0	1881	protein_coding	hepatocyte nuclear factor 4, alpha	20	42984340	43061485
ENSG00000126603	GLIS2	1.00e+00	0	3234	protein_coding	GLIS family zinc finger 2	16	4364762	4389598
ENSG00000142700	DMRTA2	1.00e+00	0	1185	protein_coding	DMRT-like family A2	1	50883222	50889172
ENSG00000130856	ZNF236	1.00e+00	0	2898	protein_coding	zinc finger protein 236	18	74534563	74682683
ENSG00000163508	EOMES	1.00e+00	0	741	protein_coding	eomesodermin	3	27757440	27764206
ENSG00000152284	TCF7L1	1.00e+00	0	2127	protein_coding	transcription factor 7-like 1 (T-cell specific, HMG-box)	2	85360533	85537511
ENSG00000080298	RFX3	1.00e+00	0	2785	protein_coding	regulatory factor X, 3 (influences HLA class II expression)	9	3218297	3526004
ENSG00000128573	FOXP2	1.00e+00	0	1250	protein_coding	forkhead box P2	7	113726382	114333827
ENSG00000138738	PRDM5	1.00e+00	0	1158	protein_coding	PR domain containing 5	4	121606074	121844025
ENSG00000136870	ZNF189	1.00e+00	0	2170	protein_coding	zinc finger protein 189	9	104161155	104172942
ENSG00000050628	PTGER3	1.00e+00	0	1802	protein_coding	prostaglandin E receptor 3 (subtype EP3)	1	71318036	71513491
ENSG00000181722	ZBTB20	1.00e+00	0	1960	protein_coding	zinc finger and BTB domain containing 20	3	114056941	114866118
ENSG00000164190	NIPBL	1.00e+00	0	3580	protein_coding	Nipped-B homolog (Drosophila)	5	36876861	37066515
ENSG00000112511	PHF1	1.00e+00	0	2988	protein_coding	PHD finger protein 1	6	33378176	33384230
ENSG00000007866	TEAD3	1.00e+00	0	3221	protein_coding	TEA domain family member 3	6	35441374	35464853
ENSG00000148704	VAX1	1.00e+00	0	695	protein_coding	ventral anterior homeobox 1	10	118888032	118897812
ENSG00000101883	RHOXF1	1.00e+00	0	780	protein_coding	Rhox homeobox family, member 1	X	119243011	119249847
ENSG00000103510	KAT8	1.00e+00	0	2812	protein_coding	K(lysine) acetyltransferase 8	16	31127075	31142714
ENSG00000063245	EPN1	1.00e+00	0	3541	protein_coding	epsin 1	19	56186592	56221224
ENSG00000267908	ZSCAN5D	1.00e+00	0	956	protein_coding	zinc finger and SCAN domain containing 5D	19	56751773	56758863
ENSG00000157110	RBPMS	1.00e+00	0	2789	protein_coding	RNA binding protein with multiple splicing	8	30241944	30429778
ENSG00000154222	CC2D1B	1.00e+00	0	2889	protein_coding	coiled-coil and C2 domain containing 1B	1	52811395	52831865
ENSG00000151014	CCRN4L	1.00e+00	0	1664	protein_coding	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	4	139936943	139966906
ENSG00000242441	GTF2A1L	1.00e+00	0	1927	protein_coding	general transcription factor IIA, 1-like	2	48844937	48960287
ENSG00000061273	HDAC7	1.00e+00	0	2728	protein_coding	histone deacetylase 7	12	48176505	48226915
ENSG00000105229	PIAS4	1.00e+00	0	2101	protein_coding	protein inhibitor of activated STAT, 4	19	4007644	4039384
ENSG00000132740	IGHMBP2	1.00e+00	0	2453	protein_coding	immunoglobulin mu binding protein 2	11	68671310	68708070
ENSG00000170178	HOXD12	1.00e+00	0	3189	protein_coding	homeobox D12	2	176964458	176966408
ENSG00000112837	TBX18	1.00e+00	0	1697	protein_coding	T-box 18	6	85397069	85474237
ENSG00000109851	DBX1	1.00e+00	0	1121	protein_coding	developing brain homeobox 1	11	20177701	20182159
ENSG00000170616	SCRT1	1.00e+00	0	2973		scratch family zinc finger 1	8	145554228	145559943
ENSG00000187325	TAF9B	1.00e+00	0	1267	protein_coding	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa	X	77385245	77395203
ENSG00000197724	PHF2	1.00e+00	0	2986	protein_coding	PHD finger protein 2	9	96338689	96441869
ENSG00000012822	CALCOCO1	1.00e+00	0	2667	protein_coding	calcium binding and coiled-coil domain 1	12	54104903	54121529
ENSG00000157933	SKI	1.00e+00	0	2465	protein_coding	v-ski avian sarcoma viral oncogene homolog	1	2160134	2241558
ENSG00000005339	CREBBP	1.00e+00	0	1994	protein_coding	CREB binding protein	16	3775055	3930727
ENSG00000171476	HOPX	1.00e+00	0	1598	protein_coding	HOP homeobox	4	57514155	57548065
ENSG00000105261	OVOL3	1.00e+00	0	2510	protein_coding	ovo-like zinc finger 3	19	36602104	36604613
ENSG00000204779	FOXD4L5	1.00e+00	0	1484	protein_coding	forkhead box D4-like 5	9	70175707	70178815
ENSG00000072736	NFATC3	1.00e+00	0	2592	protein_coding	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	16	68118654	68263162
ENSG00000121068	TBX2	1.00e+00	0	2053	protein_coding	T-box 2	17	59477257	59486827
ENSG00000123609	NMI	1.00e+00	0	2655	protein_coding	N-myc (and STAT) interactor	2	152126979	152146571
ENSG00000067369	TP53BP1	1.00e+00	0	3411	protein_coding	tumor protein p53 binding protein 1	15	43699407	43802926
ENSG00000132024	CC2D1A	1.00e+00	0	3792	protein_coding	coiled-coil and C2 domain containing 1A	19	14017014	14041692
ENSG00000115415	STAT1	1.00e+00	0	2100	protein_coding	signal transducer and activator of transcription 1, 91kDa	2	191829084	191885686
ENSG00000167766	ZNF83	1.00e+00	0	2792	protein_coding	zinc finger protein 83	19	53097313	53193749
ENSG00000188313	PLSCR1	1.00e+00	0	1887	protein_coding	phospholipid scramblase 1	3	146232967	146262651
ENSG00000184895	SRY	1.00e+00	0	1412	protein_coding	sex determining region Y	Y	2654896	2655740
ENSG00000160224	AIRE	1.00e+00	0	391	protein_coding	autoimmune regulator	21	45705721	45718531
ENSG00000170122	FOXD4	1.00e+00	0	283	protein_coding	forkhead box D4	9	116237	118417
ENSG00000130589	HELZ2	1.00e+00	0	1628	protein_coding	helicase with zinc finger 2, transcriptional coactivator	20	62189439	62205592
ENSG00000178860	MSC	1.00e+00	0	2042	protein_coding	musculin	8	72753784	72756703
ENSG00000185811	IKZF1	1.00e+00	0	3822	protein_coding	IKAROS family zinc finger 1 (Ikaros)	7	50343720	50472799
ENSG00000112559	MDFI	1.00e+00	0	2011	protein_coding	MyoD family inhibitor	6	41604620	41621984
ENSG00000118263	KLF7	1.00e+00	0	1955	protein_coding	Kruppel-like factor 7 (ubiquitous)	2	207938861	208031991
ENSG00000181220	ZNF746	1.00e+00	0	1623	protein_coding	zinc finger protein 746	7	149169885	149194908
ENSG00000166501	PRKCB	1.00e+00	0	2930	protein_coding	protein kinase C, beta	16	23847322	24231932
ENSG00000167286	CD3D	1.00e+00	0	1915	protein_coding	CD3d molecule, delta (CD3-TCR complex)	11	118209669	118213459
ENSG00000197779	ZNF81	1.00e+00	0	3651	protein_coding	zinc finger protein 81	X	47696301	47861960
ENSG00000188620	HMX3	1.00e+00	0	1517	protein_coding	H6 family homeobox 3	10	124895478	124897257
ENSG00000185669	SNAI3	1.00e+00	0	1539	protein_coding	snail family zinc finger 3	16	88744090	88752901
ENSG00000204612	FOXB2	1.00e+00	0	711	protein_coding	forkhead box B2	9	79634571	79635869
ENSG00000137834	SMAD6	1.00e+00	0	2290	protein_coding	SMAD family member 6	15	66994566	67074338
ENSG00000043039	BARX2	1.00e+00	0	1592	protein_coding	BARX homeobox 2	11	129245835	129322171
ENSG00000142453	CARM1	1.00e+00	0	2365	protein_coding	coactivator-associated arginine methyltransferase 1	19	10982189	11033453
ENSG00000134438	RAX	1.00e+00	0	569	protein_coding	retina and anterior neural fold homeobox	18	56934267	56941318
ENSG00000143258	USP21	1.00e+00	0	2665	protein_coding	ubiquitin specific peptidase 21	1	161129240	161135513
ENSG00000138136	LBX1	1.00e+00	0	861	protein_coding	ladybird homeobox 1	10	102986733	102989551
ENSG00000163497	FEV	1.00e+00	0	1076	protein_coding	FEV (ETS oncogene family)	2	219845809	219850379
ENSG00000165066	NKX6-3	1.00e+00	0	729	protein_coding	NK6 homeobox 3	8	41502697	41508855
ENSG00000163795	ZNF513	1.00e+00	0	2938	protein_coding	zinc finger protein 513	2	27600098	27603657
ENSG00000155011	DKK2	1.00e+00	0	1175	protein_coding	dickkopf WNT signaling pathway inhibitor 2	4	107842959	108204963
ENSG00000128713	HOXD11	1.00e+00	0	2195	protein_coding	homeobox D11	2	176968944	176974722
ENSG00000165556	CDX2	1.00e+00	0	1336	protein_coding	caudal type homeobox 2	13	28536274	28545276
ENSG00000184481	FOXO4	1.00e+00	0	1771	protein_coding	forkhead box O4	X	70316047	70323385
ENSG00000115593	SMYD1	1.00e+00	0	1682	protein_coding	SET and MYND domain containing 1	2	88367299	88412906
ENSG00000064490	RFXANK	1.00e+00	0	3102	protein_coding	regulatory factor X-associated ankyrin-containing protein	19	19303008	19312678
ENSG00000204859	ZBTB48	1.00e+00	0	3089	protein_coding	zinc finger and BTB domain containing 48	1	6640061	6649340
ENSG00000135111	TBX3	1.00e+00	0	1875	protein_coding	T-box 3	12	115108059	115121969
ENSG00000165462	PHOX2A	1.00e+00	0	1017	protein_coding	paired-like homeobox 2a	11	71950121	71956708
ENSG00000116035	VAX2	1.00e+00	0	1050	protein_coding	ventral anterior homeobox 2	2	71127720	71160576
ENSG00000152804	HHEX	1.00e+00	0	2247	protein_coding	hematopoietically expressed homeobox	10	94447945	94455403
ENSG00000175325	PROP1	1.00e+00	0	5076	protein_coding	PROP paired-like homeobox 1	5	177419236	177423243
ENSG00000179833	SERTAD2	1.00e+00	0	1929	protein_coding	SERTA domain containing 2	2	64858755	64978139
ENSG00000107807	TLX1	1.00e+00	0	278	protein_coding	T-cell leukemia homeobox 1	10	102889257	102897545
ENSG00000108773	KAT2A	1.00e+00	0	2707	protein_coding	K(lysine) acetyltransferase 2A	17	40265126	40273376
ENSG00000204793	FOXD4L6	1.00e+00	0	9099		forkhead box D4-like 6	9	69199480	69202204
ENSG00000149948	HMGA2	1.00e+00	0	1826	protein_coding	high mobility group AT-hook 2	12	66217911	66360075
ENSG00000102103	PQBP1	1.00e+00	0	2639	protein_coding	polyglutamine binding protein 1	X	48755195	48760420
ENSG00000162772	ATF3	1.00e+00	0	1594	protein_coding	activating transcription factor 3	1	212738676	212794119
ENSG00000112246	SIM1	1.00e+00	0	1006	protein_coding	single-minded family bHLH transcription factor 1	6	100832891	100912805
ENSG00000170561	IRX2	1.00e+00	0	1757	protein_coding	iroquois homeobox 2	5	2745959	2752969
ENSG00000173153	ESRRA	1.00e+00	0	2498	protein_coding	estrogen-related receptor alpha	11	64073044	64084215
ENSG00000143162	CREG1	1.00e+00	0	1885	protein_coding	cellular repressor of E1A-stimulated genes 1	1	167498914	167523004
ENSG00000197905	TEAD4	1.00e+00	0	2531	protein_coding	TEA domain family member 4	12	3068496	3149839
ENSG00000105991	HOXA1	1.00e+00	0	1329	protein_coding	homeobox A1	7	27132612	27135615
ENSG00000092067	CEBPE	1.00e+00	0	1154	protein_coding	CCAAT/enhancer binding protein (C/EBP), epsilon	14	23586513	23588825
ENSG00000162419	GMEB1	1.00e+00	0	1884	protein_coding	glucocorticoid modulatory element binding protein 1	1	28995244	29045865
ENSG00000008197	TFAP2D	1.00e+00	0	1623	protein_coding	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)	6	50681541	50740701
ENSG00000159388	BTG2	1.00e+00	0	1947	protein_coding	BTG family, member 2	1	203274619	203278730
ENSG00000130772	MED18	1.00e+00	0	1416	protein_coding	mediator complex subunit 18	1	28655513	28662476
ENSG00000049768	FOXP3	1.00e+00	0	886	protein_coding	forkhead box P3	X	49106897	49121288
ENSG00000129911	KLF16	1.00e+00	0	2676	protein_coding	Kruppel-like factor 16	19	1852399	1863567
ENSG00000172216	CEBPB	1.00e+00	0	2419	protein_coding	CCAAT/enhancer binding protein (C/EBP), beta	20	48807376	48809212
ENSG00000169083	AR	1.00e+00	0	1964	protein_coding	androgen receptor	X	66764465	66950461
ENSG00000084676	NCOA1	1.00e+00	0	2374	protein_coding	nuclear receptor coactivator 1	2	24714783	24993571
ENSG00000108813	DLX4	1.00e+00	0	1186	protein_coding	distal-less homeobox 4	17	48046334	48052321
ENSG00000116132	PRRX1	1.00e+00	0	2103	protein_coding	paired related homeobox 1	1	170631869	170708560
ENSG00000137270	GCM1	1.00e+00	0	338	protein_coding	glial cells missing homolog 1 (Drosophila)	6	52991762	53013627
ENSG00000124664	SPDEF	1.00e+00	0	1869	protein_coding	SAM pointed domain containing ETS transcription factor	6	34505579	34524110
ENSG00000204060	FOXO6	1.00e+00	0	1327	protein_coding	forkhead box O6	1	41827594	41849262
ENSG00000166135	HIF1AN	1.00e+00	0	2351	protein_coding	hypoxia inducible factor 1, alpha subunit inhibitor	10	102288829	102319755
ENSG00000165702	GFI1B	1.00e+00	0	1294	protein_coding	growth factor independent 1B transcription repressor	9	135820932	135867083
ENSG00000188095	MESP2	1.00e+00	0	1395	protein_coding	mesoderm posterior 2 homolog (mouse)	15	90303822	90321982
ENSG00000103199	ZNF500	1.00e+00	0	2701	protein_coding	zinc finger protein 500	16	4798240	4817625
ENSG00000105996	HOXA2	1.00e+00	0	1066	protein_coding	homeobox A2	7	27139721	27142430
ENSG00000117318	ID3	1.00e+00	0	1952	protein_coding	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	1	23884409	23886285
ENSG00000155846	PPARGC1B	1.00e+00	0	907	protein_coding	peroxisome proliferator-activated receptor gamma, coactivator 1 beta	5	149109861	149234585
ENSG00000120896	SORBS3	1.00e+00	0	3355	protein_coding	sorbin and SH3 domain containing 3	8	22402499	22433301
ENSG00000134138	MEIS2	1.00e+00	0	2023	protein_coding	Meis homeobox 2	15	37181406	37393504
ENSG00000186766	FOXI2	1.00e+00	0	412	protein_coding	forkhead box I2	10	129535499	129539450
ENSG00000152104	PTPN14	1.00e+00	0	2358	protein_coding	protein tyrosine phosphatase, non-receptor type 14	1	214522039	214725792
ENSG00000124201	ZNFX1	1.00e+00	0	1772	protein_coding	zinc finger, NFX1-type containing 1	20	47854483	47894963
ENSG00000109111	SUPT6H	1.00e+00	0	2195	protein_coding	suppressor of Ty 6 homolog (S. cerevisiae)	17	26989109	27029697
ENSG00000213780	GTF2H4	1.00e+00	0	2899	protein_coding	general transcription factor IIH, polypeptide 4, 52kDa	6	30875961	30881883
ENSG00000141644	MBD1	1.00e+00	0	3191	protein_coding	methyl-CpG binding domain protein 1	18	47793252	47808144
ENSG00000164749	HNF4G	1.00e+00	0	1662	protein_coding	hepatocyte nuclear factor 4, gamma	8	76320149	76479078
ENSG00000180772	AGTR2	1.00e+00	0	1581	protein_coding	angiotensin II receptor, type 2	X	115301975	115306225
ENSG00000167034	NKX3-1	1.00e+00	0	1057	protein_coding	NK3 homeobox 1	8	23536206	23540440
ENSG00000177192	PUS1	1.00e+00	0	2823	protein_coding	pseudouridylate synthase 1	12	132413745	132428406
ENSG00000022840	RNF10	1.00e+00	0	1626	protein_coding	ring finger protein 10	12	120971283	121015397
ENSG00000214513	NOTO	1.00e+00	0	5925	protein_coding	notochord homeobox	2	73429386	73439641
ENSG00000119950	MXI1	1.00e+00	0	2239	protein_coding	MAX interactor 1, dimerization protein	10	111967363	112047123
ENSG00000164532	TBX20	1.00e+00	0	916	protein_coding	T-box 20	7	35242042	35293758
ENSG00000233608	TWIST2	1.00e+00	0	1687	protein_coding	twist family bHLH transcription factor 2	2	239756673	239795893
ENSG00000136574	GATA4	1.00e+00	0	1812	protein_coding	GATA binding protein 4	8	11534468	11617511
ENSG00000120093	HOXB3	1.00e+00	0	1216	protein_coding	homeobox B3	17	46626232	46682274
ENSG00000130699	TAF4	1.00e+00	0	2267	protein_coding	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa	20	60528525	60640866
ENSG00000177551	NHLH2	1.00e+00	0	944	protein_coding	nescient helix loop helix 2	1	116378998	116386538
ENSG00000185668	POU3F1	1.00e+00	0	1212	protein_coding	POU class 3 homeobox 1	1	38509523	38512450
ENSG00000105497	ZNF175	1.00e+00	0	2051	protein_coding	zinc finger protein 175	19	52074551	52092991
ENSG00000125398	SOX9	1.00e+00	0	1948	protein_coding	SRY (sex determining region Y)-box 9	17	70117161	70122561
ENSG00000182742	HOXB4	1.00e+00	0	1376	protein_coding	homeobox B4	17	46652875	46657473
ENSG00000128886	ELL3	1.00e+00	0	1642	protein_coding	elongation factor RNA polymerase II-like 3	15	44064798	44069741
ENSG00000157613	CREB3L1	1.00e+00	0	2080	protein_coding	cAMP responsive element binding protein 3-like 1	11	46299212	46342972
ENSG00000151615	POU4F2	1.00e+00	0	536	protein_coding	POU class 4 homeobox 2	4	147560045	147563626
ENSG00000174744	BRMS1	1.00e+00	0	2851	protein_coding	breast cancer metastasis suppressor 1	11	66104804	66112596
ENSG00000143995	MEIS1	1.00e+00	0	2292	protein_coding	Meis homeobox 1	2	66660584	66801001
ENSG00000112033	PPARD	1.00e+00	0	2295	protein_coding	peroxisome proliferator-activated receptor delta	6	35310335	35395968
ENSG00000164900	GBX1	1.00e+00	0	3081	protein_coding	gastrulation brain homeobox 1	7	150845676	150871832
ENSG00000131668	BARX1	1.00e+00	0	1137	protein_coding	BARX homeobox 1	9	96713905	96717654
ENSG00000196387	ZNF140	1.00e+00	0	2255	protein_coding	zinc finger protein 140	12	133656424	133684130
ENSG00000009950	MLXIPL	1.00e+00	0	2285	protein_coding	MLX interacting protein-like	7	73007524	73038873
ENSG00000186564	FOXD2	1.00e+00	0	1840	protein_coding	forkhead box D2	1	47901689	47906363
ENSG00000175329	ISX	1.00e+00	0	1240	protein_coding	intestine-specific homeobox	22	35462129	35483380
ENSG00000106852	LHX6	1.00e+00	0	972	protein_coding	LIM homeobox 6	9	124964856	124991905
